Jurkat_T_cell	Memory_T_cell	Naive_T_cell	Th17_T_cell
chr12_52745411_52745911	1	0	0	0
chr12_52752237_52752737	1	0	0	0
chr12_52822787_52823287	0	0	0	0
chr12_52979751_52980251	0	1	1	0
chr12_52997063_52997563	0	0	0	0
chr12_53004143_53004643	0	0	1	0
chr12_53027097_53027597	1	0	0	0
chr12_53039142_53039642	1	1	1	0
chr12_53055999_53056499	1	0	0	0
chr12_53084843_53085343	0	0	0	0
chr12_53135117_53135617	0	0	0	0
chr12_53207569_53208069	0	0	0	0
chr12_53261353_53261853	0	0	0	0
chr12_53264094_53264594	0	0	1	0
chr12_53267889_53268389	0	0	0	0
chr12_53273364_53273864	0	0	0	0
chr12_53278507_53279007	0	0	0	0
chr12_53297126_53297626	0	0	0	0
chr12_53342636_53343136	0	0	1	0
chr12_53350684_53351184	0	0	0	0
chr12_53374549_53375049	0	0	1	0
chr12_53387170_53387670	0	0	0	0
chr12_53399760_53400260	1	1	1	1
chr12_53400505_53401005	0	0	1	0
chr12_53432366_53432866	0	0	0	0
chr12_53441044_53441544	0	0	0	0
chr12_53447314_53447814	0	0	1	0
chr12_53447932_53448432	1	1	1	0
chr12_53472957_53473457	1	1	1	1
chr12_53491640_53492140	0	0	0	0
chr12_53493083_53493583	0	0	0	0
chr12_53496662_53497162	0	0	0	0
chr12_53552934_53553434	1	0	0	0
chr12_53574131_53574631	1	1	1	1
chr12_53583830_53584330	0	0	0	0
chr12_53584936_53585436	0	0	0	1
chr12_53591459_53591959	0	0	0	0
chr12_53592211_53592711	0	0	0	0
chr12_53600797_53601297	0	0	0	0
chr12_53607014_53607514	0	0	0	0
chr12_53614028_53614528	1	0	1	0
chr12_53614712_53615212	0	0	0	0
chr12_53625879_53626379	1	0	0	0
chr12_53645435_53645935	0	0	0	1
chr12_53661829_53662329	1	0	0	0
chr12_53681440_53681940	0	0	0	0
chr12_53688897_53689397	1	1	1	1
chr12_53693319_53693819	0	0	1	0
chr12_53715045_53715545	1	1	1	1
chr12_53717761_53718261	0	0	1	0
chr12_53718514_53719014	0	0	0	0
chr12_53730248_53730748	0	0	0	0
chr12_53738689_53739189	0	0	0	0
chr12_53746303_53746803	0	0	0	0
chr12_53764729_53765229	1	0	1	0
chr12_53773266_53773766	1	1	1	1
chr12_53774232_53774732	0	0	0	0
chr12_53815215_53815715	0	0	1	0
chr12_53835178_53835678	1	1	1	1
chr12_53845487_53845987	1	1	1	1
chr12_53868655_53869155	0	0	0	0
chr12_53875747_53876247	0	0	0	0
chr12_53886730_53887230	0	0	1	0
chr12_53894688_53895188	1	1	1	1
chr12_53902255_53902755	0	0	1	0
chr12_53937181_53937681	0	0	0	0
chr12_53938590_53939090	0	0	0	0
chr12_53957922_53958422	0	0	0	0
chr12_53964924_53965424	0	0	0	0
chr12_54019757_54020257	1	1	1	1
chr12_54069554_54070054	1	1	1	1
chr12_54095473_54095973	0	0	0	0
chr12_54121101_54121601	1	1	1	1
chr12_54137313_54137813	0	0	0	0
chr12_54140304_54140804	0	0	0	0
chr12_54150874_54151374	0	0	0	0
chr12_54350283_54350783	0	0	0	0
chr12_54399660_54400160	0	0	0	0
chr12_54411541_54412041	1	0	0	0
chr12_54476236_54476736	0	0	0	0
chr12_54521358_54521858	0	0	0	0
chr12_54552838_54553338	0	0	0	0
chr12_54582582_54583082	0	0	1	0
chr12_54585298_54585798	0	0	0	0
chr12_54595049_54595549	0	0	0	0
chr12_54601505_54602005	0	0	0	0
chr12_54608397_54608897	0	0	1	0
chr12_54610670_54611170	1	0	0	0
chr12_54613769_54614269	0	0	0	0
chr12_54645438_54645938	0	0	0	0
chr12_54653315_54653815	1	0	0	0
chr12_54673894_54674394	1	1	1	0
chr12_54687970_54688470	0	0	0	0
chr12_54691697_54692197	0	0	0	0
chr12_54698045_54698545	1	0	0	0
chr12_54718536_54719036	1	1	1	1
chr12_54730136_54730636	0	0	0	0
chr12_54745786_54746286	1	0	0	0
chr12_54751833_54752333	0	0	0	0
chr12_54753010_54753510	1	1	1	1
chr12_54762332_54762832	1	0	0	0
chr12_54773351_54773851	0	0	1	0
chr12_54784939_54785439	0	0	0	0
chr12_54792999_54793499	0	0	0	0
chr12_54804996_54805496	0	0	0	0
chr12_54807001_54807501	0	0	1	0
chr12_54833383_54833883	0	0	0	0
chr12_54891202_54891702	1	1	1	1
chr12_54936400_54936900	0	0	0	0
chr12_54954099_54954599	0	0	1	1
chr12_54973432_54973932	0	0	0	0
chr12_54990370_54990870	1	0	0	0
chr12_54996938_54997438	0	0	0	0
chr12_55083750_55084250	0	0	0	0
chr12_55118921_55119421	0	0	0	0
chr12_55136884_55137384	0	0	0	0
chr12_55247647_55248147	0	0	0	0
chr12_55328978_55329478	0	0	0	0
chr12_55362096_55362596	0	0	0	0
chr12_55378508_55379008	1	1	1	0
chr12_55384843_55385343	0	0	0	0
chr12_55386946_55387446	1	0	1	0
chr12_55465913_55466413	0	0	0	0
chr12_55466764_55467264	0	0	0	0
chr12_55817552_55818052	0	0	0	0
chr12_55830953_55831453	0	0	0	0
chr12_56013392_56013892	0	0	1	0
chr12_56031255_56031755	0	1	0	0
chr12_56039892_56040392	0	0	1	0
chr12_56101401_56101901	0	0	0	0
chr12_56109783_56110283	1	1	1	0
chr12_56118342_56118842	0	0	0	0
chr12_56123088_56123588	0	0	0	0
chr12_56132284_56132784	1	0	0	0
chr12_56136572_56137072	0	0	0	0
chr12_56211612_56212112	1	1	1	1
chr12_56223137_56223637	1	0	1	1
chr12_56320633_56321133	0	0	0	0
chr12_56323137_56323637	1	1	1	0
chr12_56324532_56325032	1	0	0	0
chr12_56333974_56334474	0	0	0	0
chr12_56347440_56347940	0	0	0	0
chr12_56360281_56360781	0	0	0	0
chr12_56367396_56367896	1	1	1	1
chr12_56389824_56390324	0	1	0	0
chr12_56401269_56401769	0	0	0	0
chr12_56423421_56423921	0	0	0	0
chr12_56435438_56435938	0	1	1	1
chr12_56440821_56441321	0	0	0	0
chr12_56472965_56473465	0	0	0	0
chr12_56473580_56474080	0	0	1	0
chr12_56497891_56498391	1	1	1	1
chr12_56510076_56510576	0	0	1	0
chr12_56511693_56512193	1	1	1	1
chr12_56519847_56520347	0	0	0	0
chr12_56521643_56522143	1	1	1	1
chr12_56545331_56545831	0	0	0	0
chr12_56545992_56546492	1	1	1	0
chr12_56551840_56552340	0	0	1	0
chr12_56554188_56554688	0	0	0	0
chr12_56583118_56583618	0	0	0	0
chr12_56583834_56584334	0	0	0	0
chr12_56615554_56616054	1	0	1	0
chr12_56617835_56618335	1	0	1	0
chr12_56651960_56652460	0	0	0	0
chr12_56660572_56661072	0	1	1	0
chr12_56693755_56694255	1	1	1	1
chr12_56709766_56710266	1	1	1	1
chr12_56727559_56728059	1	1	1	1
chr12_56732340_56732840	0	0	1	1
chr12_56753779_56754279	1	1	1	1
chr12_56842835_56843335	0	0	1	0
chr12_56858018_56858518	0	0	0	0
chr12_56862045_56862545	1	1	1	1
chr12_56881876_56882376	0	1	1	0
chr12_56890409_56890909	0	0	0	0
chr12_56901418_56901918	0	0	0	0
chr12_56907434_56907934	0	0	0	0
chr12_56915322_56915822	0	0	0	0
chr12_56967109_56967609	0	0	0	0
chr12_56984028_56984528	0	0	0	0
chr12_56995101_56995601	0	0	0	0
chr12_57016512_57017012	0	0	0	0
chr12_57023896_57024396	0	0	0	0
chr12_57029930_57030430	0	1	0	0
chr12_57030516_57031016	1	1	1	0
chr12_57031880_57032380	0	0	0	1
chr12_57039619_57040119	1	1	1	1
chr12_57070898_57071398	0	0	0	0
chr12_57077923_57078423	0	0	0	0
chr12_57081861_57082361	1	1	1	0
chr12_57118976_57119476	1	1	1	1
chr12_57145779_57146279	1	0	0	0
chr12_57151161_57151661	0	0	0	0
chr12_57230716_57231216	0	0	0	0
chr12_57274323_57274823	1	0	0	0
chr12_57360018_57360518	0	0	0	0
chr12_57381248_57381748	0	0	0	0
chr12_57395119_57395619	0	0	0	0
chr12_57401858_57402358	0	0	0	0
chr12_57405221_57405721	0	0	0	0
chr12_57406286_57406786	0	0	0	0
chr12_57424859_57425359	0	0	0	0
chr12_57433146_57433646	0	0	0	0
chr12_57434477_57434977	0	0	0	0
chr12_57440813_57441313	0	0	0	0
chr12_57457678_57458178	0	1	1	0
chr12_57463160_57463660	0	0	1	1
chr12_57472426_57472926	1	1	1	1
chr12_57480788_57481288	0	0	0	0
chr12_57481561_57482061	0	0	0	0
chr12_57482316_57482816	1	0	1	0
chr12_57489138_57489638	0	0	0	1
chr12_57505098_57505598	1	0	1	0
chr12_57505935_57506435	0	0	1	0
chr12_57518006_57518506	0	0	0	0
chr12_57521921_57522421	0	0	1	0
chr12_57537158_57537658	0	0	0	0
chr12_57566697_57567197	0	0	0	0
chr12_57576707_57577207	0	0	0	0
chr12_57606977_57607477	0	0	0	0
chr12_57607964_57608464	0	0	0	0
chr12_57619056_57619556	0	0	0	0
chr12_57623191_57623691	0	0	1	0
chr12_57628178_57628678	0	0	0	0
chr12_57632783_57633283	0	0	0	0
chr12_57634221_57634721	0	0	0	0
chr12_57665018_57665518	0	0	0	0
chr12_57673906_57674406	0	0	0	0
chr12_57823949_57824449	0	0	0	0
chr12_57824595_57825095	0	0	1	0
chr12_57852728_57853228	1	1	1	1
chr12_57856369_57856869	0	0	0	0
chr12_57871836_57872336	1	0	0	0
chr12_57873508_57874008	0	0	0	0
chr12_57881488_57881988	1	1	1	0
chr12_57914326_57914826	1	1	1	1
chr12_57915677_57916177	0	0	0	0
chr12_57933161_57933661	0	0	0	0
chr12_57940797_57941297	0	1	1	1
chr12_57943591_57944091	0	0	0	0
chr12_57977052_57977552	0	0	0	0
chr12_57985043_57985543	0	0	0	0
chr12_57998336_57998836	0	0	0	0
chr12_58026789_58027289	0	0	0	0
chr12_58087451_58087951	1	1	1	1
chr12_58128253_58128753	0	0	0	0
chr12_58134762_58135262	0	0	0	0
chr12_58135783_58136283	1	0	0	0
chr12_58138492_58138992	0	1	1	1
chr12_58146032_58146532	1	1	1	1
chr12_58148451_58148951	0	0	0	0
chr12_58158768_58159268	0	0	1	0
chr12_58165551_58166051	1	1	1	1
chr12_58175035_58175535	0	0	0	0
chr12_58176243_58176743	0	0	1	0
chr12_58225072_58225572	0	0	0	0
chr12_58225640_58226140	0	0	0	0
chr12_58231992_58232492	0	0	0	0
chr12_58240447_58240947	0	0	0	0
chr12_58258769_58259269	0	0	0	0
chr12_58292845_58293345	1	0	1	0
chr12_58299047_58299547	0	0	1	0
chr12_58329671_58330171	1	1	1	1
chr12_58335105_58335605	1	0	1	0
chr12_58833782_58834282	0	0	0	0
chr12_58896514_58897014	0	0	0	0
chr12_58934220_58934720	0	0	0	0
chr12_59098501_59099001	1	0	0	0
chr12_59320830_59321330	0	0	0	0
chr12_59507550_59508050	1	0	0	0
chr12_59543739_59544239	0	0	0	0
chr12_59989611_59990111	0	0	0	0
chr12_59990391_59990891	1	0	1	0
chr12_60059608_60060108	0	0	0	0
chr12_60087893_60088393	0	0	0	0
chr12_60261376_60261876	0	0	0	0
chr12_60396679_60397179	0	0	0	0
chr12_60821035_60821535	0	0	0	0
chr12_60998019_60998519	0	0	0	0
chr12_61061717_61062217	0	0	0	0
chr12_61799488_61799988	0	0	0	0
chr12_61860586_61861086	0	0	0	0
chr12_61921597_61922097	0	0	0	0
chr12_62053887_62054387	0	0	0	0
chr12_62235095_62235595	0	0	0	0
chr12_62264640_62265140	0	0	0	0
chr12_62333190_62333690	0	0	0	0
chr12_62517445_62517945	0	0	0	0
chr12_62552733_62553233	1	0	0	0
chr12_62586015_62586515	1	1	0	0
chr12_62610789_62611289	0	0	0	0
chr12_62653943_62654443	1	0	1	0
chr12_62729629_62730129	0	0	0	0
chr12_62829047_62829547	0	0	0	0
chr12_62860276_62860776	0	0	1	0
chr12_62905436_62905936	0	0	0	1
chr12_62919053_62919553	0	0	0	0
chr12_62996776_62997276	0	0	1	0
chr12_63024097_63024597	0	0	0	0
chr12_63034564_63035064	0	0	0	0
chr12_63050956_63051456	0	0	0	0
chr12_63080127_63080627	0	0	0	0
chr12_63126445_63126945	0	0	0	0
chr12_63179691_63180191	0	0	0	0
chr12_63192897_63193397	0	0	0	0
chr12_63205274_63205774	0	0	0	0
chr12_63285669_63286169	1	0	0	0
chr12_63292255_63292755	0	0	0	0
chr12_63328617_63329117	0	0	0	0
chr12_63545728_63546228	0	0	0	0
chr12_63561420_63561920	0	1	0	0
chr12_63670487_63670987	0	0	0	0
chr12_64062161_64062661	0	0	0	0
chr12_64173485_64173985	1	1	1	1
chr12_64237522_64238022	0	0	0	0
chr12_64252214_64252714	0	0	0	0
chr12_64311809_64312309	0	0	1	0
chr12_64312402_64312902	0	0	0	0
chr12_64349563_64350063	0	0	0	0
chr12_64364326_64364826	0	0	0	0
chr12_64569925_64570425	0	0	0	0
chr12_64615968_64616468	1	0	1	1
chr12_64640371_64640871	0	1	0	0
chr12_64667401_64667901	0	0	0	0
chr12_64778744_64779244	1	0	0	0
chr12_64797976_64798476	1	1	1	1
chr12_64888759_64889259	0	0	0	0
chr12_64943247_64943747	0	0	1	0
chr12_64965105_64965605	0	0	0	0
chr12_64993099_64993599	0	0	0	0
chr12_65002567_65003067	1	0	0	0
chr12_65003890_65004390	0	0	0	0
chr12_65051540_65052040	0	0	0	0
chr12_65059122_65059622	0	0	1	0
chr12_65063014_65063514	1	0	1	1
chr12_65073166_65073666	0	0	1	0
chr12_65075352_65075852	0	0	0	0
chr12_65078323_65078823	0	0	1	0
chr12_65091686_65092186	0	0	0	0
chr12_65153074_65153574	1	1	1	0
chr12_65189959_65190459	0	0	0	0
chr12_65218199_65218699	0	0	0	0
chr12_65337409_65337909	0	0	0	0
chr12_65563021_65563521	0	0	1	1
chr12_65564040_65564540	0	0	0	0
chr12_65626320_65626820	0	0	0	0
chr12_65722948_65723448	0	0	0	0
chr12_65950423_65950923	0	0	0	0
chr12_66173427_66173927	0	0	0	0
chr12_66213955_66214455	0	0	0	0
chr12_66226364_66226864	0	0	0	0
chr12_66311033_66311533	0	0	0	0
chr12_66377331_66377831	0	0	0	0
chr12_66441134_66441634	0	0	0	0
chr12_66501154_66501654	0	0	0	0
chr12_66524299_66524799	1	0	1	0
chr12_66543736_66544236	0	0	0	0
chr12_66563209_66563709	1	1	1	1
chr12_66582696_66583196	0	0	1	0
chr12_66625615_66626115	0	0	0	0
chr12_66627778_66628278	0	0	0	0
chr12_66663479_66663979	0	0	0	0
chr12_66681846_66682346	1	0	1	0
chr12_66695926_66696426	1	1	1	1
chr12_66697256_66697756	0	0	0	0
chr12_66736835_66737335	0	0	0	0
chr12_66787670_66788170	0	0	0	0
chr12_66802799_66803299	0	0	0	0
chr12_66902647_66903147	0	0	0	1
chr12_67087653_67088153	0	0	0	0
chr12_67102768_67103268	0	0	1	0
chr12_67254880_67255380	0	0	0	0
chr12_67358296_67358796	1	1	1	1
chr12_67463206_67463706	0	0	0	0
chr12_67662746_67663246	1	1	1	1
chr12_67695917_67696417	0	0	0	0
chr12_67811412_67811912	0	0	0	0
chr12_67835502_67836002	0	0	0	0
chr12_67877042_67877542	0	0	0	0
chr12_67909391_67909891	0	0	0	0
chr12_68009274_68009774	0	0	0	0
chr12_68024457_68024957	0	1	0	0
chr12_68041506_68042006	0	0	0	0
chr12_68042218_68042718	0	0	0	0
chr12_68091225_68091725	0	0	0	0
chr12_68092546_68093046	1	0	0	0
chr12_68197848_68198348	1	0	0	0
chr12_68331577_68332077	0	0	0	0
chr12_68337020_68337520	0	0	0	0
chr12_68435129_68435629	0	0	0	0
chr12_68548519_68549019	0	0	0	1
chr12_68552208_68552708	0	0	0	0
chr12_68569438_68569938	0	1	1	0
chr12_68574714_68575214	0	0	1	1
chr12_68583445_68583945	0	0	1	0
chr12_68597239_68597739	1	0	0	0
chr12_68616836_68617336	0	0	1	0
chr12_68630286_68630786	0	0	0	0
chr12_68634711_68635211	0	0	0	0
chr12_68683900_68684400	1	1	0	0
chr12_68726025_68726525	1	1	1	1
chr12_68752532_68753032	0	0	0	0
chr12_68759048_68759548	1	1	1	0
chr12_68766767_68767267	0	0	0	0
chr12_68767924_68768424	0	0	0	0
chr12_68777872_68778372	0	0	0	0
chr12_68844905_68845405	1	0	0	0
chr12_68876344_68876844	0	0	0	0
chr12_68911285_68911785	0	0	0	0
chr12_68927127_68927627	0	0	0	0
chr12_68932856_68933356	0	0	0	0
chr12_68971694_68972194	0	0	0	0
chr12_68985617_68986117	1	0	1	0
chr12_68992711_68993211	0	0	0	0
chr12_69004338_69004838	1	0	1	1
chr12_69067404_69067904	0	0	0	0
chr12_69069143_69069643	0	0	0	0
chr12_69080434_69080934	0	0	0	0
chr12_69125371_69125871	0	0	0	0
chr12_69139666_69140166	0	0	1	0
chr12_69155084_69155584	0	0	0	0
chr12_69186682_69187182	0	0	0	0
chr12_69201370_69201870	1	1	1	1
chr12_69223920_69224420	0	0	0	0
chr12_69233343_69233843	0	0	0	1
chr12_69259177_69259677	0	0	0	0
chr12_69326758_69327258	0	0	1	0
chr12_69349808_69350308	0	0	0	0
chr12_69405203_69405703	0	0	0	0
chr12_69548271_69548771	0	0	0	0
chr12_69550748_69551248	0	0	0	0
chr12_69555518_69556018	0	0	0	0
chr12_69632994_69633494	1	0	1	1
chr12_69647667_69648167	0	0	0	0
chr12_69684706_69685206	0	0	0	0
chr12_69723569_69724069	0	0	0	0
chr12_69724708_69725208	0	0	0	0
chr12_69751175_69751675	0	0	0	0
chr12_69753476_69753976	0	0	1	0
chr12_69782135_69782635	0	0	0	0
chr12_69863851_69864351	0	0	0	1
chr12_69918570_69919070	0	0	0	0
chr12_69928197_69928697	1	0	0	0
chr12_69964509_69965009	0	0	0	0
chr12_69979150_69979650	1	1	1	0
chr12_70003537_70004037	0	0	0	0
chr12_70132255_70132755	0	0	1	0
chr12_70133310_70133810	1	0	0	1
chr12_70150379_70150879	0	0	0	0
chr12_70379320_70379820	0	0	0	0
chr12_70582724_70583224	0	0	0	0
chr12_70637133_70637633	1	0	1	0
chr12_70698389_70698889	1	0	0	0
chr12_70711706_70712206	0	0	0	0
chr12_70723406_70723906	0	0	0	0
chr12_70759752_70760252	0	0	1	0
chr12_70760600_70761100	0	0	1	0
chr12_70963509_70964009	0	0	0	0
chr12_71031487_71031987	0	0	0	0
chr12_71127090_71127590	0	0	0	0
chr12_71448199_71448699	1	0	0	0
chr12_71531669_71532169	0	0	0	0
chr12_71610682_71611182	0	0	0	0
chr12_71723938_71724438	0	0	0	0
chr12_71809340_71809840	0	0	0	0
chr12_72004202_72004702	0	0	0	0
chr12_72030341_72030841	0	0	0	0
chr12_72056521_72057021	0	0	0	0
chr12_72057638_72058138	1	1	1	1
chr12_72077778_72078278	0	0	1	0
chr12_72079754_72080254	0	0	1	0
chr12_72125693_72126193	0	0	0	0
chr12_72140728_72141228	0	0	0	0
chr12_72148327_72148827	1	1	1	1
chr12_72181278_72181778	0	0	0	0
chr12_72233354_72233854	1	1	1	1
chr12_72258991_72259491	0	0	0	0
chr12_72332437_72332937	0	0	0	0
chr12_72636668_72637168	0	0	0	0
chr12_72724502_72725002	1	0	0	0
chr12_72740120_72740620	1	0	0	0
chr12_72767723_72768223	0	0	1	0
chr12_73199921_73200421	0	0	0	0
chr12_73476084_73476584	0	0	0	0
chr12_73639117_73639617	0	1	0	0
chr12_73803652_73804152	0	0	0	1
chr12_74749844_74750344	0	0	0	0
chr12_74931144_74931644	1	0	1	0
chr12_74936934_74937434	0	0	0	0
chr12_75126497_75126997	1	0	0	0
chr12_75285951_75286451	0	0	0	0
chr12_75294020_75294520	0	0	1	0
chr12_75333267_75333767	0	0	0	0
chr12_75536649_75537149	0	0	0	0
chr12_75594676_75595176	1	0	0	0
chr12_75644402_75644902	0	0	0	0
chr12_75651211_75651711	0	0	0	0
chr12_75654037_75654537	0	0	0	0
chr12_75723756_75724256	0	0	0	0
chr12_75728045_75728545	0	0	0	0
chr12_75784538_75785038	0	1	1	0
chr12_75832071_75832571	0	0	0	0
chr12_75872242_75872742	0	0	0	0
chr12_75874254_75874754	0	1	1	0
chr12_75905113_75905613	1	1	1	1
chr12_75922293_75922793	0	0	0	0
chr12_76113286_76113786	0	0	0	0
chr12_76210555_76211055	0	0	0	0
chr12_76328137_76328637	0	0	0	0
chr12_76337828_76338328	0	0	0	0
chr12_76371594_76372094	0	0	1	0
chr12_76414541_76415041	0	1	1	1
chr12_76425152_76425652	0	0	1	1
chr12_76430816_76431316	0	0	0	0
chr12_76477528_76478028	0	0	0	0
chr12_76478257_76478757	1	0	1	1
chr12_76486097_76486597	0	0	0	0
chr12_76552599_76553099	0	0	0	0
chr12_76566285_76566785	0	0	0	0
chr12_76691480_76691980	0	0	0	0
chr12_76711683_76712183	0	0	0	0
chr12_76741857_76742357	1	1	1	1
chr12_76952500_76953000	1	0	1	0
chr12_76953485_76953985	1	0	1	0
chr12_76963500_76964000	0	0	0	0
chr12_76964332_76964832	0	0	0	0
chr12_77015228_77015728	0	0	0	0
chr12_77157764_77158264	0	1	1	1
chr12_77171342_77171842	0	0	0	0
chr12_77241837_77242337	0	0	0	0
chr12_77271979_77272479	0	0	0	0
chr12_77272508_77273008	0	0	0	0
chr12_77404656_77405156	0	0	0	0
chr12_77443501_77444001	0	0	0	0
chr12_77459392_77459892	1	0	0	0
chr12_77718406_77718906	0	0	0	0
chr12_77901308_77901808	0	0	0	0
chr12_78224761_78225261	0	0	0	0
chr12_78319220_78319720	0	0	0	0
chr12_78799227_78799727	0	0	0	1
chr12_79190830_79191330	1	0	0	0
chr12_79430693_79431193	0	0	0	0
chr12_79538671_79539171	0	0	0	1
chr12_79617421_79617921	1	0	0	0
chr12_79678863_79679363	0	0	0	0
chr12_80084148_80084648	0	0	0	0
chr12_80280634_80281134	0	0	0	0
chr12_80321759_80322259	1	0	1	0
chr12_80328721_80329221	1	1	1	1
chr12_80347879_80348379	1	0	0	0
chr12_80477614_80478114	0	0	0	0
chr12_80580367_80580867	0	0	0	0
chr12_80631595_80632095	0	0	0	0
chr12_81271941_81272441	0	0	0	1
chr12_82152982_82153482	0	0	1	0
chr12_82386179_82386679	0	0	0	0
chr12_82486155_82486655	0	0	0	0
chr12_82752154_82752654	1	1	1	1
chr12_82819874_82820374	1	0	0	0
chr12_83079407_83079907	1	0	1	0
chr12_83080324_83080824	1	0	1	1
chr12_83346098_83346598	0	0	0	0
chr12_83561595_83562095	0	0	0	0
chr12_83566047_83566547	0	0	0	0
chr12_84217296_84217796	0	0	0	0
chr12_84485738_84486238	0	0	0	0
chr12_84539230_84539730	1	0	0	0
chr12_84577397_84577897	0	0	0	0
chr12_84946767_84947267	0	0	0	0
chr12_85388086_85388586	0	0	0	0
chr12_85429907_85430407	0	0	0	0
chr12_85451993_85452493	0	0	0	0
chr12_85456507_85457007	0	0	0	0
chr12_85862361_85862861	0	0	0	0
chr12_85882704_85883204	0	0	0	1
chr12_87668211_87668711	0	0	0	0
chr12_88064171_88064671	0	0	0	0
chr12_88429130_88429630	0	1	1	1
chr12_88535591_88536091	1	1	1	1
chr12_89413283_89413783	0	0	0	0
chr12_89433748_89434248	1	0	0	0
chr12_89556341_89556841	0	0	0	0
chr12_89619112_89619612	1	0	1	0
chr12_89633260_89633760	0	0	0	0
chr12_89638804_89639304	1	0	0	1
chr12_89674530_89675030	0	0	0	0
chr12_89746046_89746546	1	0	1	0
chr12_89791846_89792346	0	0	0	0
chr12_89821429_89821929	0	0	0	0
chr12_89855459_89855959	0	0	1	0
chr12_89861992_89862492	0	0	0	0
chr12_89918389_89918889	0	0	0	0
chr12_89919752_89920252	0	0	0	0
chr12_89936647_89937147	0	0	0	0
chr12_90090946_90091446	0	0	0	0
chr12_90102799_90103299	1	1	1	0
chr12_90127298_90127798	0	0	0	0
chr12_90150428_90150928	0	0	1	0
chr12_90163993_90164493	0	0	0	0
chr12_90183642_90184142	0	0	0	0
chr12_90250085_90250585	0	0	0	0
chr12_90257488_90257988	0	1	1	1
chr12_90274549_90275049	0	0	1	1
chr12_90336319_90336819	0	0	0	0
chr12_90343620_90344120	1	1	1	1
chr12_90470727_90471227	0	0	0	0
chr12_90546817_90547317	1	0	0	0
chr12_90647488_90647988	0	0	0	0
chr12_91749132_91749632	0	0	0	0
chr12_91760982_91761482	0	0	0	0
chr12_91775728_91776228	0	0	0	0
chr12_92081062_92081562	1	0	0	0
chr12_92180580_92181080	0	0	0	0
chr12_92205462_92205962	0	0	0	0
chr12_92264805_92265305	0	0	0	0
chr12_92270759_92271259	1	0	1	1
chr12_92371768_92372268	0	0	1	0
chr12_92424344_92424844	1	1	1	0
chr12_92435436_92435936	0	0	0	0
chr12_92449589_92450089	0	0	0	0
chr12_92458753_92459253	0	0	1	0
chr12_92474053_92474553	0	0	0	0
chr12_92526063_92526563	0	0	1	0
chr12_92537769_92538269	0	0	0	0
chr12_92539574_92540074	1	1	1	1
chr12_92602348_92602848	0	0	0	0
chr12_92603844_92604344	0	0	0	0
chr12_92691629_92692129	0	0	1	0
chr12_92718601_92719101	0	0	0	0
chr12_92754139_92754639	0	0	0	0
chr12_92757323_92757823	1	0	0	0
chr12_92772850_92773350	0	0	0	0
chr12_92792243_92792743	0	0	0	0
chr12_92797519_92798019	1	0	1	0
chr12_92801757_92802257	0	0	0	0
chr12_92812142_92812642	0	0	0	0
chr12_92838763_92839263	0	0	0	0
chr12_92964042_92964542	0	0	1	0
chr12_92987583_92988083	0	1	1	1
chr12_93043684_93044184	0	0	0	0
chr12_93112525_93113025	0	0	0	0
chr12_93178812_93179312	0	0	0	0
chr12_93208442_93208942	0	0	0	0
chr12_93301827_93302327	0	0	0	0
chr12_93305843_93306343	0	0	0	0
chr12_93322899_93323399	0	1	1	1
chr12_93381031_93381531	0	0	0	0
chr12_93381796_93382296	0	0	0	0
chr12_93521716_93522216	0	0	0	0
chr12_93532805_93533305	0	0	0	0
chr12_93578130_93578630	0	0	0	0
chr12_93637805_93638305	0	0	0	0
chr12_93639231_93639731	1	0	0	0
chr12_93667570_93668070	1	0	0	0
chr12_93771402_93771902	1	0	0	1
chr12_93772256_93772756	0	0	1	0
chr12_93790479_93790979	0	0	0	0
chr12_93792842_93793342	0	0	0	0
chr12_93813146_93813646	0	0	0	0
chr12_93835713_93836213	0	1	1	0
chr12_93842648_93843148	0	0	0	0
chr12_93861163_93861663	1	1	1	0
chr12_93963834_93964334	0	0	0	0
chr12_93964708_93965208	0	0	1	0
chr12_93985036_93985536	1	0	0	0
chr12_94070974_94071474	1	1	1	1
chr12_94160925_94161425	0	0	0	0
chr12_94166833_94167333	0	1	0	0
chr12_94177567_94178067	0	0	0	0
chr12_94178079_94178579	0	0	0	0
chr12_94245120_94245620	0	0	0	0
chr12_94401493_94401993	0	0	0	0
chr12_94495095_94495595	0	0	0	1
chr12_94495924_94496424	0	0	1	0
chr12_94517551_94518051	0	0	0	0
chr12_94527992_94528492	0	0	0	0
chr12_94542095_94542595	0	1	0	0
chr12_94601857_94602357	0	0	0	0
chr12_94638477_94638977	0	0	0	1
chr12_94656109_94656609	1	0	0	0
chr12_94676542_94677042	0	0	0	0
chr12_94821533_94822033	1	0	0	0
chr12_94829168_94829668	1	0	0	0
chr12_94853481_94853981	0	1	1	1
chr12_94926533_94927033	0	0	0	0
chr12_95034252_95034752	0	0	0	0
chr12_95044146_95044646	0	0	0	0
chr12_95069834_95070334	0	0	1	1
chr12_95119142_95119642	0	0	0	0
chr12_95382271_95382771	0	0	0	0
chr12_95397256_95397756	0	0	1	0
chr12_95467200_95467700	1	0	1	1
chr12_95510830_95511330	0	0	0	0
chr12_95611215_95611715	1	1	1	1
chr12_95632995_95633495	0	0	0	0
chr12_95691639_95692139	0	0	0	0
chr12_95694999_95695499	0	0	0	0
